fileName	dsk	author
2007\01\17\1819531.xml	Sports Desk	By SELENA ROBERTS
2007\01\17\1819532.xml	Metropolitan Desk	By SEWELL CHAN; Compiled by John Sullivan
2007\01\17\1819533.xml	Metropolitan Desk	By DAVID W. DUNLAP; Compiled by John Sullivan
2007\01\17\1819534.xml	Metropolitan Desk	By EMILY VASQUEZ; Compiled by John Sullivan
2007\01\17\1819535.xml	Metropolitan Desk	Compiled by John Sullivan
2007\01\17\1819536.xml	Metropolitan Desk	By EMILY VASQUEZ; Compiled by John Sullivan
2007\01\17\1819537.xml	Metropolitan Desk	By LISA W. FODERARO; Compiled by John Sullivan
2007\01\17\1819538.xml	Metropolitan Desk	By RONALD SMOTHERS; Compiled by John Sullivan
2007\01\17\1819539.xml	Sports Desk	By FRANK LITSKY
2007\01\17\1819540.xml	Real Estate Desk	By MATTHEW BRUNWASSER
2007\01\17\1819541.xml	Real Estate Desk	By ANNA BAHNEY
2007\01\17\1819542.xml	Real Estate Desk	By AMY GUNDERSON
2007\01\17\1819543.xml	The Arts/Cultural Desk	By SEWELL CHAN
2007\01\17\1819544.xml	Real Estate Desk	By MATTHEW BRUNWASSER
2007\01\17\1819545.xml	Real Estate Desk	By AMY GUNDERSON
2007\01\18\1819569.xml	Thursday Styles	By MARCELLE S. FISCHLER
2007\01\18\1819570.xml	Thursday Styles	By PAULINE O'CONNOR
2007\01\18\1819571.xml	Thursday Styles	By SARAH BOWEN SHEA
2007\01\18\1819572.xml	Thursday Styles	By ABBY ELLIN
2007\01\18\1819573.xml	Thursday Styles	By ABBY ELLIN
2007\01\18\1819574.xml	Thursday Styles	By CATHY HORYN
2007\01\18\1819575.xml	Thursday Styles	By Mike Albo
2007\01\18\1819576.xml	Thursday Styles	By Eric Wilson
2007\01\18\1819577.xml	Thursday Styles	By David Colman
2007\01\18\1819578.xml	Thursday Styles	By Michelle Slatalla
2007\01\18\1819579.xml	Thursday Styles	By LIZETTE ALVAREZ
2007\01\18\1819580.xml	The Arts/Cultural Desk	By ALLAN KOZINN
2007\01\18\1819581.xml	Thursday Styles	By STEPHANIE ROSENBLOOM
2007\01\18\1819582.xml	The Arts/Cultural Desk	By Amy Virshup
2007\01\18\1819583.xml	House & Home/Style Desk	By MELISSA FELDMAN
2007\01\18\1819584.xml	House & Home/Style Desk	By LIZ ARNOLD
2007\01\18\1819585.xml	House & Home/Style Desk	By FRED A. BERNSTEIN
2007\01\18\1819586.xml	House & Home/Style Desk	By PENELOPE GREEN
2007\01\18\1819587.xml	House & Home/Style Desk	By MARIANNE ROHRLICH
2007\01\18\1819588.xml	House & Home/Style Desk	By Michael Cannell
2007\01\18\1819589.xml	The Arts/Cultural Desk	By WILLIAM GRIMES
2007\01\18\1819590.xml	The Arts/Cultural Desk	By NATE CHINEN
2007\01\18\1819591.xml	The Arts/Cultural Desk	By GINIA BELLAFANTE
2007\01\18\1819592.xml	The Arts/Cultural Desk	By Phillip Alder
2007\01\18\1819593.xml	The Arts/Cultural Desk	By KELEFA SANNEH
2007\01\18\1819594.xml	The Arts/Cultural Desk	By ROBERTA SMITH
2007\01\18\1819595.xml	The Arts/Cultural Desk	By JENNIFER DUNNING
2007\01\18\1819596.xml	The Arts/Cultural Desk	By ANNE MIDGETTE
2007\01\18\1819597.xml	The Arts/Cultural Desk	By BILL CARTER
2007\01\18\1819598.xml	The Arts/Cultural Desk	By EDWARD WYATT
2007\01\18\1819599.xml	The Arts/Cultural Desk	By ELISABETTA POVOLEDO
2007\01\18\1819600.xml	The Arts/Cultural Desk	By ALAN COWELL; Pamela Kent contributed reporting.
2007\01\18\1819601.xml	House & Home/Style Desk	By ELAINE LOUIE
2007\01\18\1819603.xml	House & Home/Style Desk	By Leslie Land
2007\01\18\1819604.xml	House & Home/Style Desk	By MARK LEIBOVICH
2007\01\18\1819605.xml	The Arts/Cultural Desk	By KATHRYN SHATTUCK
2007\01\18\1819606.xml	The Arts/Cultural Desk	By JACQUES STEINBERG
2007\01\18\1819607.xml	The Arts/Cultural Desk	By CAMPBELL ROBERTSON
2007\01\18\1819608.xml	The Arts/Cultural Desk	By KELEFA SANNEH; Brenda Goodman contributed reporting from Atlanta.
2007\01\18\1819610.xml	The Arts/Cultural Desk	By DAVID M. HALBFINGER
2007\01\18\1819611.xml	House & Home/Style Desk	By PATRICIA LEIGH BROWN
2007\01\18\1819612.xml	Business/Financial Desk	By SCOTT KIRSNER
2007\01\18\1819613.xml	National Desk	By JONATHAN CLARK
2007\01\18\1819614.xml	Business/Financial Desk	By JAMES FLANIGAN
2007\01\18\1819615.xml	Foreign Desk	By TIM JOHNSTON
2007\01\18\1819616.xml	National Desk	By GRETEL C. KOVACH
2007\01\18\1819617.xml	National Desk	By JEREMY PEARCE
2007\01\18\1819618.xml	Sports Desk	By DOUGLAS MARTIN
2007\01\18\1819619.xml	Sports Desk	By RICHARD GOLDSTEIN
2007\01\18\1819620.xml	Foreign Desk	By DAN BILEFSKY
2007\01\18\1819621.xml	Foreign Desk	By MARK LANDLER and THOM SHANKER
2007\01\18\1819622.xml	Foreign Desk	By JEFFREY GETTLEMAN; Abukar Karyare contributed reporting from Baidoa, and Yuusuf Maxamuud from Mogadishu.
2007\01\18\1819623.xml	Foreign Desk	By ALAN COWELL; Somini Sengupta contributed reporting from New Delhi.
2007\01\18\1819624.xml	Foreign Desk	By KATRIN BENNHOLD
2007\01\18\1819625.xml	National Desk	By SARAH ABRUZZESE
2007\01\18\1819626.xml	National Desk	By JEFF ZELENY
2007\01\18\1819627.xml	Metropolitan Desk	By ALEXIS REHRMANN
2007\01\18\1819628.xml	Metropolitan Desk	By MICHAEL COOPER
2007\01\18\1819629.xml	National Desk	By MATTHEW L. WALD
2007\01\18\1819630.xml	National Desk	By LINDA GREENHOUSE
2007\01\18\1819631.xml	National Desk	By DENISE GRADY
2007\01\18\1819632.xml	National Desk	By RANDAL C. ARCHIBOLD
2007\01\18\1819633.xml	National Desk	By SHERYL GAY STOLBERG
2007\01\18\1819637.xml	Editorial Desk	By VERLYN KLINKENBORG
2007\01\18\1819644.xml	Metropolitan Desk	By JENNIFER MEDINA
2007\01\18\1819645.xml	Foreign Desk	By JAMES GLANZ
2007\01\18\1819646.xml	Foreign Desk	By SABRINA TAVERNISE; Qais Mizher, Marc Santora and Johan Spanner contributed reporting.
2007\01\18\1819647.xml	Foreign Desk	By DONALD G. McNEIL Jr.
2007\01\18\1819648.xml	Metropolitan Desk	By JOHN HOLL
2007\01\18\1819649.xml	National Desk	By SCOTT SHANE
2007\01\18\1819650.xml	Foreign Desk	By ABDUL WAHEED WAFA
2007\01\18\1819651.xml	Foreign Desk	By DAVID S. CLOUD
2007\01\18\1819652.xml	Foreign Desk	By PATRICK HEALY; Jeff Zeleny contributed reporting.
2007\01\18\1819653.xml	Foreign Desk	By CARL HULSE
2007\01\18\1819655.xml	Business/Financial Desk	By JEREMY W. PETERS
2007\01\18\1819656.xml	Business/Financial Desk	By ROBERT H. FRANK
2007\01\18\1819657.xml	Business/Financial Desk	By MICHAEL BARBARO
2007\01\18\1819658.xml	National Desk	By NEIL A. LEWIS
2007\01\18\1819659.xml	Business/Financial Desk	By JULIE BOSMAN
2007\01\18\1819660.xml	Business/Financial Desk	By ERIC PFANNER
2007\01\18\1819661.xml	Business/Financial Desk	By J. D. BIERSDORFER
2007\01\18\1819662.xml	Business/Financial Desk	By IAN AUSTEN
2007\01\18\1819663.xml	Business/Financial Desk	By J. D. BIERSDORFER
2007\01\18\1819664.xml	Business/Financial Desk	By JOHN BIGGS
2007\01\18\1819665.xml	Business/Financial Desk	By IVAN BERGER
2007\01\18\1819666.xml	Business/Financial Desk	By JOHN BIGGS
2007\01\18\1819667.xml	Business/Financial Desk	By BRAD STONE and ERIC DASH
2007\01\18\1819668.xml	Business/Financial Desk	By EDMUND L. ANDREWS
2007\01\18\1819669.xml	Editorial Desk	By DAVID BROOKS
2007\01\18\1819670.xml	Editorial Desk	By Thomas B. Edsall
2007\01\18\1819671.xml	Editorial Desk	By BOB HERBERT
2007\01\18\1819672.xml	Business/Financial Desk	By NICOLA CLARK
2007\01\18\1819673.xml	Business/Financial Desk	By JOSEPH B. TREASTER
2007\01\18\1819674.xml	National Desk	By SUSAN SAULNY; Malcolm Gay contributed reporting from Moscow Mills, Mo.
2007\01\18\1819676.xml	Business/Financial Desk	By ANDREW ROSS SORKIN and CLAUDIA DEUTSCH; Barnaby J. Feder contributed reporting.
2007\01\18\1819677.xml	Business/Financial Desk	By TERRY PRISTIN
2007\01\18\1819678.xml	Business/Financial Desk	By ERIC DASH
2007\01\18\1819679.xml	Metropolitan Desk	By RAY RIVERA
2007\01\18\1819680.xml	Metropolitan Desk	By KEN BELSON and NATE SCHWEBER
2007\01\18\1819681.xml	National Desk	By ERIC LICHTBLAU and DAVID JOHNSTON
2007\01\18\1819682.xml	Business/Financial Desk	By BRAD STONE
2007\01\18\1819683.xml	Business/Financial Desk	By MICHELINE MAYNARD; Nick Bunkley contributed reporting.
2007\01\18\1819684.xml	Business/Financial Desk	By ANDREW ROSS SORKIN and TERRY PRISTIN
2007\01\18\1819685.xml	Business/Financial Desk	By DAVID POGUE
2007\01\18\1819686.xml	Business/Financial Desk	By KATHARINE Q. SEELYE and ANDREW ROSS SORKIN
2007\01\18\1819687.xml	National Desk	By RON NIXON and LESLIE EATON
2007\01\18\1819688.xml	Business/Financial Desk	By JOHN MARKOFF
2007\01\18\1819689.xml	Metropolitan Desk	By COREY KILGANNON
2007\01\18\1819690.xml	Metropolitan Desk	By DAVID W. DUNLAP
2007\01\18\1819691.xml	Metropolitan Desk	By ELIZABETH JENSEN
2007\01\18\1819693.xml	Metropolitan Desk	By SEWELL CHAN
2007\01\18\1819695.xml	Business/Financial Desk	By DAVID M. HALBFINGER
2007\01\18\1819697.xml	Sports Desk	By ANDY NEWMAN
2007\01\18\1819698.xml	Metropolitan Desk	By KAREEM FAHIM and DAVID STABA; Alain Delaqu�ri�re contributed reporting.
2007\01\18\1819699.xml	Metropolitan Desk	By ANEMONA HARTOCOLLIS
2007\01\18\1819713.xml	National Desk	By FELICITY BARRINGER and ANDREW C. REVKIN; Felicity Barringer reported from Washington and Andrew C. Revkin from Portland, Ore. Sheryl Gay Stolberg contributed reporting from Washington.
2007\01\18\1819714.xml	National Desk	By DIANA JEAN SCHEMO
2007\01\18\1819715.xml	Metropolitan Desk	By MICHAEL BRICK
2007\01\18\1819716.xml	Metropolitan Desk	By RICHARD P�REZ-PE�A
2007\01\18\1819717.xml	Metropolitan Desk	By TIMOTHY WILLIAMS and CASSI FELDMAN; Cara Buckley and Emily Vasquez contributed reporting.
2007\01\18\1819718.xml	Metropolitan Desk	By TRYMAINE LEE
2007\01\18\1819719.xml	The Arts/Cultural Desk	By SEWELL CHAN; Compiled by Lawrence Van Gelder
2007\01\18\1819720.xml	The Arts/Cultural Desk	By ALLISON HOPE WEINER and DAVID M. HALBFINGER; Compiled by Lawrence Van Gelder
2007\01\18\1819721.xml	The Arts/Cultural Desk	By BEN SISARIO; Compiled by Lawrence Van Gelder
2007\01\18\1819722.xml	The Arts/Cultural Desk	By BENJAMIN TOFF; Compiled by Lawrence Van Gelder
2007\01\18\1819723.xml	The Arts/Cultural Desk	Compiled by Lawrence Van Gelder
2007\01\18\1819724.xml	National Desk	By RALPH BLUMENTHAL; Gretel C. Kovach contributed reporting from Dallas.
2007\01\18\1819725.xml	House & Home/Style Desk	By Marianne Rohrlich
2007\01\18\1819726.xml	House & Home/Style Desk	By ANNE RAVER
2007\01\18\1819727.xml	Sports Desk	By LEE JENKINS
2007\01\18\1819728.xml	Sports Desk	By CAROL POGASH
2007\01\18\1819729.xml	Sports Desk	By RICHARD SANDOMIR
2007\01\18\1819730.xml	Sports Desk	By BEN SHPIGEL
2007\01\18\1819731.xml	Foreign Desk	By WARREN HOGE
2007\01\18\1819732.xml	Foreign Desk	By C. J. CHIVERS
2007\01\18\1819733.xml	Metropolitan Desk	By DAVID M. HERSZENHORN
2007\01\18\1819735.xml	Metropolitan Desk	By EMILY VASQUEZ and ANN FARMER
2007\01\18\1819736.xml	Business/Financial Desk	By MARTIN FACKLER
2007\01\18\1819737.xml	Metropolitan Desk	By DIANE CARDWELL; Al Baker and David M. Herszenhorn contributed reporting.
2007\01\18\1819738.xml	Metropolitan Desk	By JENNIFER 8. LEE
2007\01\18\1819739.xml	Sports Desk	By ALAN SCHWARZ
2007\01\18\1819740.xml	National Desk	By DAVID D. KIRKPATRICK
2007\01\18\1819741.xml	Sports Desk	By DAVID PICKER
2007\01\18\1819742.xml	Sports Desk	By LIZ ROBBINS
2007\01\18\1819743.xml	Foreign Desk	By DAMIEN CAVE; Reporting was contributed by Khalid al-Ansary, Qais Mizher, Abdul Razzaq al-Saiedi and Khalid W. Hassan from Baghdad, and an Iraqi employee of The New York Times from Iraqi Kurdistan.
2007\01\18\1819744.xml	Sports Desk	By CHRISTOPHER CLAREY
2007\01\18\1819745.xml	Sports Desk	By GEORGE VECSEY
2007\01\18\1819746.xml	National Desk	By MELODY SIMMONS
2007\01\18\1819747.xml	National Desk	By ERIC LIPTON
2007\01\18\1819748.xml	Sports Desk	By CLIFTON BROWN
2007\01\18\1819749.xml	Sports Desk	By JUDY BATTISTA
2007\01\18\1819750.xml	Sports Desk	By KAREN CROUSE
2007\01\18\1819751.xml	Metropolitan Desk	Compiled by John Sullivan
2007\01\18\1819752.xml	Metropolitan Desk	Compiled by John Sullivan
2007\01\18\1819753.xml	Metropolitan Desk	By JOHN HOLL; Compiled by John Sullivan
2007\01\18\1819754.xml	Metropolitan Desk	By JOHN HOLL; Compiled by John Sullivan
2007\01\18\1819755.xml	Metropolitan Desk	By TINA KELLEY; Compiled by John Sullivan
2007\01\18\1819756.xml	Metropolitan Desk	By ANAHAD O'CONNOR; Compiled by John Sullivan
2007\01\18\1819757.xml	The Arts/Cultural Desk	By LAWRENCE VAN GELDER
2007\01\18\1819758.xml	Sports Desk	By JUDY BATTISTA
2007\01\18\1819759.xml	The Arts/Cultural Desk	By KATHRYN SHATTUCK
2007\01\18\1819760.xml	Sports Desk	By CLIFTON BROWN
2007\01\18\1819761.xml	The Arts/Cultural Desk	By LAWRENCE VAN GELDER
2007\01\18\1819762.xml	Sports Desk	By CLIFTON BROWN
2007\01\18\1819763.xml	Sports Desk	By JUDY BATTISTA
2007\01\19\1819786.xml	Movies, Performing Arts/Weekend Desk	By BENJAMIN GENOCCHIO
2007\01\19\1819788.xml	Movies, Performing Arts/Weekend Desk	By BEN SISARIO
2007\01\19\1819789.xml	Movies, Performing Arts/Weekend Desk	By NATE CHINEN
2007\01\19\1819790.xml	Movies, Performing Arts/Weekend Desk	By CLAUDIA LA ROCCO
2007\01\19\1819791.xml	Movies, Performing Arts/Weekend Desk	By CHARLES ISHERWOOD
2007\01\19\1819792.xml	Leisure/Weekend Desk	By Wendy Moonan
2007\01\19\1819793.xml	Leisure/Weekend Desk	By Carol Vogel
2007\01\19\1819794.xml	Movies, Performing Arts/Weekend Desk	By LAUREL GRAEBER
2007\01\19\1819795.xml	Movies, Performing Arts/Weekend Desk	By MELENA RYZIK
2007\01\19\1819798.xml	Escapes	By TERI KARUSH ROGERS
2007\01\19\1819799.xml	Escapes	BY ELISABETH MALKIN
2007\01\19\1819800.xml	Escapes	By BILL PENNINGTON
2007\01\19\1819801.xml	Escapes	By CHRIS DIXON
2007\01\19\1819802.xml	Escapes	By NICK KAYE
2007\01\19\1819803.xml	Escapes	By ALICIA AULT
2007\01\19\1819804.xml	Movies, Performing Arts/Weekend Desk	By MANOHLA DARGIS
2007\01\19\1819805.xml	Escapes	By KEITH MULVIHILL
2007\01\19\1819806.xml	Movies, Performing Arts/Weekend Desk	By LAUREL GRAEBER
2007\01\19\1819807.xml	Movies, Performing Arts/Weekend Desk	By BEN RATLIFF
2007\01\19\1819808.xml	Leisure/Weekend Desk	By ROBERTA SMITH
2007\01\19\1819809.xml	Leisure/Weekend Desk	By HOLLAND COTTER
2007\01\19\1819810.xml	Leisure/Weekend Desk	By MICHAEL KIMMELMAN
2007\01\19\1819811.xml	Leisure/Weekend Desk	By JANET MASLIN
2007\01\19\1819812.xml	Movies, Performing Arts/Weekend Desk	By KATHRYN SHATTUCK
2007\01\19\1819813.xml	Movies, Performing Arts/Weekend Desk	By A.O. SCOTT
2007\01\19\1819814.xml	Movies, Performing Arts/Weekend Desk	By MANOHLA DARGIS
2007\01\19\1819815.xml	Movies, Performing Arts/Weekend Desk	By JAMES R. OESTREICH
2007\01\19\1819816.xml	Movies, Performing Arts/Weekend Desk	By ANTHONY TOMMASINI
2007\01\19\1819817.xml	Movies, Performing Arts/Weekend Desk	By ALLAN KOZINN
2007\01\19\1819818.xml	Movies, Performing Arts/Weekend Desk	By ALESSANDRA STANLEY
2007\01\19\1819819.xml	Movies, Performing Arts/Weekend Desk	By STEPHEN HOLDEN
2007\01\19\1819820.xml	Movies, Performing Arts/Weekend Desk	By STEPHEN HOLDEN
2007\01\19\1819823.xml	Movies, Performing Arts/Weekend Desk	By DAVID CARR
2007\01\19\1819824.xml	Escapes	By RAUL A. REYES
2007\01\19\1819825.xml	Movies, Performing Arts/Weekend Desk	By EDWARD WYATT
2007\01\19\1819826.xml	Movies, Performing Arts/Weekend Desk	By JENNIFER DUNNING
2007\01\19\1819827.xml	Movies, Performing Arts/Weekend Desk	By SETH SCHIESEL
2007\01\19\1819828.xml	Business/Financial Desk	By LYNNLEY BROWNING
2007\01\19\1819831.xml	Business/Financial Desk	By MATT RICHTEL
2007\01\19\1819832.xml	Foreign Desk	By ELAINE SCIOLINO; Maia de la Baume contributed reporting.
2007\01\19\1819833.xml	Metropolitan Desk	By RAYMOND HERNANDEZ
2007\01\19\1819834.xml	Metropolitan Desk	By DAVID W. DUNLAP
2007\01\19\1819835.xml	National Desk	By NEIL A. LEWIS
2007\01\19\1819836.xml	The Arts/Cultural Desk	By DENNIS HEVESI
2007\01\19\1819837.xml	Metropolitan Desk	By ERICKA V. MITCHELL
2007\01\19\1819838.xml	Metropolitan Desk	By PATRICK McGEEHAN
2007\01\19\1819849.xml	Foreign Desk	By MARK LANDLER; Thom Shanker contributed reporting from London.
2007\01\19\1819850.xml	Foreign Desk	By CELIA W. DUGGER
2007\01\19\1819851.xml	Foreign Desk	By SETH MYDANS
2007\01\19\1819852.xml	Metropolitan Desk	By ROBIN POGREBIN
2007\01\19\1819853.xml	Business/Financial Desk	By MICHELINE MAYNARD
2007\01\19\1819854.xml	Business/Financial Desk	By STEVE LOHR
2007\01\19\1819855.xml	Business/Financial Desk	By LOUIS UCHITELLE
2007\01\19\1819856.xml	Business/Financial Desk	By KATHARINE Q. SEELYE
2007\01\19\1819857.xml	Business/Financial Desk	By JENNY ANDERSON
2007\01\19\1819858.xml	National Desk	By CAROLYN MARSHALL
2007\01\19\1819859.xml	National Desk	By RALPH BLUMENTHAL; Maureen Balleza contributed reporting.
2007\01\19\1819860.xml	Business/Financial Desk	By JULIE CRESWELL
2007\01\19\1819861.xml	Foreign Desk	By DAMIEN CAVE; Khalid al-Ansary, Abdul Razzaq al-Saiedi and Ahmad Fadam contributed reporting.
2007\01\19\1819862.xml	Foreign Desk	By MICHAEL R. GORDON
2007\01\19\1819863.xml	Metropolitan Desk	By TRYMAINE LEE; Colin Moynihan contributed reporting.
2007\01\19\1819864.xml	Foreign Desk	By DAVID S. CLOUD
2007\01\19\1819865.xml	Foreign Desk	By NAZILA FATHI and MICHAEL SLACKMAN; Nazila Fathi reported from Tehran, and Michael Slackman from Cairo.
2007\01\19\1819866.xml	Foreign Desk	By THOM SHANKER
2007\01\19\1819867.xml	Foreign Desk	By JAMES GLANZ
2007\01\19\1819868.xml	Foreign Desk	By WILLIAM J. BROAD and DAVID E. SANGER; Mark Mazzetti contributed reporting.
2007\01\19\1819869.xml	Foreign Desk	By LARRY ROHTER; Simon Romero contributed reporting from Bogot�, Colombia.
2007\01\19\1819870.xml	Foreign Desk	By JAMES C. McKINLEY Jr.
2007\01\19\1819871.xml	National Desk	By RANDAL C. ARCHIBOLD
2007\01\19\1819872.xml	National Desk	By ROBERT PEAR
2007\01\19\1819873.xml	National Desk	By ADAM LIPTAK
2007\01\19\1819875.xml	Sports Desk	By MICAH COHEN
2007\01\19\1819877.xml	Business/Financial Desk	By CLAUDIA H. DEUTSCH
2007\01\19\1819878.xml	Editorial Desk	By THOMAS L. FRIEDMAN
2007\01\19\1819879.xml	Editorial Desk	By PAUL KRUGMAN
2007\01\19\1819880.xml	Editorial Desk	By Yuval Levin
2007\01\19\1819881.xml	Editorial Desk	By Tom Moore
2007\01\19\1819882.xml	Business/Financial Desk	By HEATHER TIMMONS
2007\01\19\1819883.xml	Business/Financial Desk	By GERALDINE FABRIKANT and KATHARINE Q. SEELYE
2007\01\19\1819884.xml	Sports Desk	By JOHN BRANCH
2007\01\19\1819886.xml	National Desk	By MARK MAZZETTI
2007\01\19\1819887.xml	National Desk	By DAVID JOHNSTON and SCOTT SHANE
2007\01\19\1819888.xml	National Desk	By ADAM LIPTAK
2007\01\19\1819889.xml	Business/Financial Desk	By CARTER DOUGHERTY
2007\01\19\1819890.xml	Business/Financial Desk	By LAURIE J. FLYNN
2007\01\19\1819891.xml	National Desk	By MATTHEW L. WALD
2007\01\19\1819892.xml	National Desk	By JOHN M. BRODER
2007\01\19\1819896.xml	Movies, Performing Arts/Weekend Desk	Compiled by Lawrence Van Gelder
2007\01\19\1819897.xml	Movies, Performing Arts/Weekend Desk	By BRENDA GOODMAN; Compiled by Lawrence Van Gelder
2007\01\19\1819898.xml	Movies, Performing Arts/Weekend Desk	By BENJAMIN TOFF; Compiled by Lawrence Van Gelder
2007\01\19\1819899.xml	Metropolitan Desk	By SEWELL CHAN and RAY RIVERA
2007\01\19\1819900.xml	Metropolitan Desk	By MICHAEL BRICK
2007\01\19\1819901.xml	Metropolitan Desk	By CLYDE HABERMAN
2007\01\19\1819902.xml	Metropolitan Desk	By MICHAEL LUO
2007\01\19\1819903.xml	Business/Financial Desk	By JEFF BAILEY
2007\01\19\1819904.xml	Business/Financial Desk	By STEVEN R. WEISMAN
2007\01\19\1819905.xml	Business/Financial Desk	By ALEXEI BARRIONUEVO and JENNY ANDERSON; Alexei Barrionuevo reported from Chicago and Jenny Anderson from New York.
2007\01\19\1819906.xml	Business/Financial Desk	By EDMUND L. ANDREWS
2007\01\19\1819909.xml	Foreign Desk	By JEFFREY GETTLEMAN
2007\01\19\1819910.xml	Metropolitan Desk	By ROBIN FINN
2007\01\19\1819911.xml	Metropolitan Desk	By ERIC DASH
2007\01\19\1819912.xml	Escapes	As told to Amy Gunderson
2007\01\19\1819913.xml	National Desk	By CARL HULSE
2007\01\19\1819914.xml	National Desk	By DAVID D. KIRKPATRICK
2007\01\19\1819915.xml	Metropolitan Desk	By AL BAKER
2007\01\19\1819916.xml	Metropolitan Desk	By DAVID M. HERSZENHORN
2007\01\19\1819917.xml	Sports Desk	By NATHANIEL VINTON
2007\01\19\1819918.xml	National Desk	By MALCOLM GAY
2007\01\19\1819919.xml	National Desk	By ALESSANDRA STANLEY
2007\01\19\1819922.xml	National Desk	By RICHARD SEVERO; Nadine Brozan contributed reporting.
2007\01\19\1819923.xml	Metropolitan Desk	By PAUL VITELLO
2007\01\19\1819924.xml	Leisure/Weekend Desk	By GRACE GLUECK
2007\01\19\1819925.xml	Leisure/Weekend Desk	By HOLLAND COTTER
2007\01\19\1819926.xml	Leisure/Weekend Desk	By HOLLAND COTTER
2007\01\19\1819927.xml	Leisure/Weekend Desk	By HOLLAND COTTER
2007\01\19\1819928.xml	Leisure/Weekend Desk	By ANDREA K. SCOTT
2007\01\19\1819929.xml	Foreign Desk	By CHRISTOPHER MAAG
2007\01\19\1819930.xml	National Desk	By PAM BELLUCK
2007\01\19\1819931.xml	National Desk	By GARDINER HARRIS
2007\01\19\1819932.xml	Business/Financial Desk	By FELICITY BARRINGER
2007\01\19\1819933.xml	Business/Financial Desk	By ERIC DASH
2007\01\19\1819934.xml	Sports Desk	By HARVEY ARATON
2007\01\19\1819935.xml	Sports Desk	By HOWARD BECK
